studentId,questionId,score,selectedAnswer
cardio1,-1024589212,1,cardiac tamponade
cardio1,-1074784610,1,aortic dissection
cardio1,-1154198561,2,"[asthma, tuberculosis, bronchiectasis, bronchitis]"
cardio1,-1178650343,1,abdominal aortic aneurysm
cardio1,-1227921966,1,chronic pancreatitis
cardio1,-1245415419,1,Chronic suppurative otitis media
cardio1,-1296951291,2,"[cystic fibrosis, bronchiectasis, lung carcinoma, tuberculosis, bronchitis]"
cardio1,-131664545,0,irritability
cardio1,-1332818599,1,avian influenza
cardio1,-1352072290,2,"[tuberculosis, lung carcinoma, cystic fibrosis, bronchiectasis]"
cardio1,-1360782023,0,Cushing syndrome
cardio1,-1386524416,1,chronic pancreatitis
cardio1,-1398748014,1,dermatomyositis
cardio1,-1494163958,1,Brugada syndrome
cardio1,-1496201995,0,atrioventricular nodal re-entry tachycardia
cardio1,-1516723926,1,stroke
cardio1,-1520310312,1,heart failure
cardio1,-1532351578,0,end stage renal disease
cardio1,-1567020152,2,"[Behçet syndrome, ulcerative colitis, Crohn disease, herpes simplex infection]"
cardio1,-157174867,1,acute coronary syndrome
cardio1,-1577639686,1,abdominal pain
cardio1,-1597385599,1,malignant hyperthermia
cardio1,-1619489304,2,"[cystic fibrosis, tuberculosis, bronchiectasis]"
cardio1,-1636317005,1,certolizumab
cardio1,-1648484617,0,bacterial meningitis in adult
cardio1,-1652628864,1,aortic valve stenosis
cardio1,-1666034507,1,atrioventricular nodal re-entry tachycardia
cardio1,-171924202,0,selegiline
cardio1,-1724628828,1,heart failure
cardio1,-1726577036,0,botulism
cardio1,-1727724244,1,pulmonary hypertension
cardio1,-1731922134,1,alteplase
cardio1,-1741358200,2,"[neoplasm metastasis, malignant lymphoma, Crohn disease, extrapulmonary tuberculosis]"
cardio1,-1744722716,2,"[erythema multiforme, herpes simplex infection, gonorrhea, hand foot and mouth disease]"
cardio1,-1772718435,1,pharyngitis
cardio1,-1785165127,1,dyspnea
cardio1,-179437985,1,megaloblastic anemia due to folate deficiency
cardio1,-1828307427,1,end stage renal disease
cardio1,-1830064399,1,pulmonary hypertension
cardio1,-1844940382,2,"[Crohn disease, ulcerative colitis, Behçet syndrome]"
cardio1,-184723155,2,"[pulmonary embolism, acute coronary syndrome, dissecting aortic aneurysm]"
cardio1,-1856866015,0,Cushing syndrome
cardio1,-187305279,1,"[bronchitis, bronchiectasis, idiopathic pulmonary fibrosis]"
cardio1,-1921063903,1,chronic pancreatitis
cardio1,-1975663834,1,"[Takotsubo cardiomyopathy, pulmonary embolism]"
cardio1,-200000447,1,atrial fibrillation
cardio1,-2002273997,0,eosinophilic esophagitis
cardio1,-2035787841,1,alpha 1-antitrypsin deficiency
cardio1,-2036982507,1,mifepristone
cardio1,-2095091475,0,adult acute diarrhea
cardio1,-2115138625,1,cortisone
cardio1,-228503150,1,altitude sickness
cardio1,-234272527,0,abnormal urine color
cardio1,-244092518,1,hypertension
cardio1,-297867117,1,sildenafil
cardio1,-306219145,2,"[pulmonary embolism, acute coronary syndrome]"
cardio1,-406621636,1,mumps
cardio1,-425916557,0,hoarseness
cardio1,-429622515,0,dopamine
cardio1,-436725357,1,tachypnea
cardio1,-489629583,1,medulloblastoma
cardio1,-497532123,1,Hashimoto disease
cardio1,-515543363,1,sepsis
cardio1,-570295292,2,"[viral meningitis, influenza, West Nile virus disease, bacterial meningitis]"
cardio1,-576250201,1,end stage renal disease
cardio1,-614797382,1,fluoroquinolone
cardio1,-655529301,0,major depressive disorder
cardio1,-664126766,1,megaloblastic anemia due to folate deficiency
cardio1,-688062151,1,pneumococcal meningitis
cardio1,-708064003,0,history of connective tissue disorder
cardio1,-763460814,2,"[pulmonary embolism, acute coronary syndrome, Takotsubo cardiomyopathy, dissecting aortic aneurysm, pericarditis]"
cardio1,-767613947,1,stroke
cardio1,-777960901,1,abnormal cardiac conduction
cardio1,-853603256,0,tenesmus
cardio1,-859144982,1,tetralogy of Fallot
cardio1,-859477240,1,Reye syndrome
cardio1,-896594432,1,aortic dissection
cardio1,-904922175,1,omeprazole
cardio1,-951273271,1,heart failure
cardio1,-962837059,1,cardiac tamponade
cardio1,-96890651,2,"[dissecting aortic aneurysm, acute coronary syndrome, pulmonary embolism, Takotsubo cardiomyopathy]"
cardio1,-976885592,0,visilizumab
cardio1,1002647121,0,rectal bleeding
cardio1,100433979,1,aortic valve stenosis
cardio1,1004418858,1,gastroesophageal reflux disease in adults
cardio1,1150579605,0,HIV infection
cardio1,1225677077,1,adenosine
cardio1,1237334192,0,hypertension
cardio1,1254062694,0,pulmonary hypertension
cardio1,1268595047,2,"[heart failure, adult asthma, gastroesophageal reflux disease]"
cardio1,1269363559,0,sepsis
cardio1,1303785478,1,ceftriaxone
cardio1,1314806000,2,"[pulmonary embolism, pancreatitis, cholecystitis, peptic ulcer perforation, acute coronary syndrome]"
cardio1,1327461883,2,"[pulmonary embolism, peptic ulcer perforation, pancreatitis, acute coronary syndrome]"
cardio1,1358937044,1,cervicofacial actinomycosis
cardio1,1361834045,1,hypertension
cardio1,1373318532,0,adult asthma
cardio1,1396553893,0,bacterial meningitis in adult
cardio1,1401422468,1,diabetes mellitus
cardio1,1444924091,1,Hashimoto disease
cardio1,1466679831,1,norepinephrine
cardio1,1479813209,2,"[bronchiectasis, tuberculosis, foreign body aspiration]"
cardio1,1508327947,1,dexchlorpheniramine/dextromethorphan/PE
cardio1,1580163002,1,abdominal aortic aneurysm
cardio1,1586343918,1,chronic pancreatitis
cardio1,1632388614,1,giardiasis
cardio1,1713191791,1,Barrett esophagus
cardio1,1718846532,0,lomefloxacin
cardio1,1758625657,0,acute coronary syndrome
cardio1,1836085582,1,cardiac tamponade
cardio1,1840296380,0,decreased tendon reflex
cardio1,1872323125,1,altitude sickness
cardio1,1880752188,1,pulmonary hypertension
cardio1,1886501725,1,lightheadedness
cardio1,1923109555,2,"[pancreatitis, pulmonary embolism, acute coronary syndrome, dissecting aortic aneurysm]"
cardio1,1929967881,1,cardiac tamponade
cardio1,1963399416,1,moxifloxacin
cardio1,1981845287,0,bisoprolol
cardio1,198296330,1,West Nile virus disease
cardio1,2028175225,2,"[Takotsubo cardiomyopathy, cholecystitis, acute coronary syndrome, pulmonary embolism]"
cardio1,2043881490,0,Crohn disease
cardio1,2100342478,1,atrial fibrillation
cardio1,212304074,2,"[erythema multiforme, herpes simplex infection, malignant lymphoma, hand foot and mouth disease]"
cardio1,239394372,1,Brugada syndrome
cardio1,246922162,0,nosocomial pneumonia
cardio1,256692342,1,hypertrophic cardiomyopathy
cardio1,257472814,1,heart failure
cardio1,268801160,0,primary pulmonary hypertension
cardio1,277012421,1,pulmonary valve stenosis
cardio1,285321069,1,Acute urticaria
cardio1,30265853,1,Hashimoto disease
cardio1,306104904,0,Wegener granulomatosis
cardio1,314669186,1,mumps
cardio1,343170511,1,diabetic neuropathy
cardio1,360926891,0,carcinoid tumor
cardio1,366614084,1,female breast cancer
cardio1,373635213,1,meropenem
cardio1,48693781,1,allergic rhinitis
cardio1,491054711,1,age-related macular degeneration
cardio1,533517250,1,bounding pulse
cardio1,55350942,0,ejection click
cardio1,584380,1,fetal alcohol syndrome
cardio1,590595370,1,propranolol
cardio1,596262383,1,West Nile virus disease
cardio1,612910766,1,palpitations
cardio1,638087159,2,"[bronchitis, bronchiectasis, tuberculosis]"
cardio1,685754897,0,atorvastatin
cardio1,716572795,1,tetralogy of Fallot
cardio1,721983276,1,amitriptyline
cardio1,798089099,1,megaloblastic anemia due to folate deficiency
cardio1,836886421,1,campylobacteriosis
cardio1,85598872,0,generalized anxiety disorder
cardio1,859473658,0,ventricular septal defect
cardio1,932018186,2,"[acute coronary syndrome, pulmonary embolism, Takotsubo cardiomyopathy]"
cardio1,980128140,0,abdominal tenderness
gastro1,-1121866138,1,Pain relief by antacid
gastro1,-1126145180,1,cefdinir
gastro1,-1154198561,2,"[bronchiectasis, tuberculosis]"
gastro1,-1165521301,1,Clostridium difficile diarrhea
gastro1,-1178650343,1,abdominal aortic aneurysm
gastro1,-1200447708,0,Clostridium difficile diarrhea
gastro1,-1219435342,1,appendicitis
gastro1,-1226937926,1,"[Drug AND/OR toxin-induced diarrhea, pediatric gastroenteritis, inflammatory bowel disease]"
gastro1,-1227921966,1,chronic pancreatitis
gastro1,-1245415419,1,Chronic suppurative otitis media
gastro1,-1296951291,2,"[tuberculosis, bronchitis, bronchiectasis]"
gastro1,-131664545,0,irritability
gastro1,-1332818599,1,avian influenza
gastro1,-1352072290,2,"[bronchiectasis, tuberculosis, cystic fibrosis]"
gastro1,-1360782023,1,toxic shock syndrome
gastro1,-1386524416,1,chronic pancreatitis
gastro1,-1398748014,1,dermatomyositis
gastro1,-1413817732,0,hypertrophic pyloric stenosis
gastro1,-1520310312,1,heart failure
gastro1,-1567020152,1,[Behçet syndrome]
gastro1,-1582475820,1,[pediatric gastroenteritis]
gastro1,-1597385599,1,malignant hyperthermia
gastro1,-1619489304,2,"[cystic fibrosis, tuberculosis, chronic sinusitis, bronchiectasis]"
gastro1,-1636317005,1,certolizumab
gastro1,-1648484617,0,bacterial meningitis in adult
gastro1,-1686307363,1,hypotension
gastro1,-1691481356,1,fatty liver
gastro1,-171924202,0,entacapone
gastro1,-1726577036,1,tuberculosis
gastro1,-1741358200,2,"[Crohn disease, malignant lymphoma, extrapulmonary tuberculosis]"
gastro1,-1744722716,1,"[hand foot and mouth disease, herpes simplex infection]"
gastro1,-1772718435,1,pharyngitis
gastro1,-179437985,0,Bartter syndrome
gastro1,-1844940382,1,[Behçet syndrome]
gastro1,-1849964201,1,Hirschsprung disease
gastro1,-1856866015,1,autonomic dysreflexia
gastro1,-187305279,2,"[bronchiectasis, tuberculosis, bronchitis]"
gastro1,-1921063903,1,chronic pancreatitis
gastro1,-1961448270,1,immunosuppressive agent
gastro1,-2002273997,0,eosinophilic esophagitis
gastro1,-2035787841,0,angioedema
gastro1,-2036982507,1,mifepristone
gastro1,-2095091475,1,scabies
gastro1,-2115138625,1,cortisone
gastro1,-2117299349,0,lactose intolerance
gastro1,-2130593645,1,intussusception
gastro1,-228503150,1,altitude sickness
gastro1,-282289371,1,adalimumab
gastro1,-297867117,1,sildenafil
gastro1,-37309510,1,appendicitis
gastro1,-406621636,1,mumps
gastro1,-425916557,1,dyspnea
gastro1,-432010160,0,peptic ulcer disease
gastro1,-489629583,1,medulloblastoma
gastro1,-49595919,1,Clostridium difficile infection
gastro1,-515543363,1,sepsis
gastro1,-570295292,2,"[influenza, viral meningitis, West Nile virus disease]"
gastro1,-614797382,1,fluoroquinolone
gastro1,-629580273,0,hepatitis C
gastro1,-655529301,1,toxic shock syndrome
gastro1,-664126766,0,pulmonary valve stenosis
gastro1,-688062151,1,pneumococcal meningitis
gastro1,-708064003,1,chest pain
gastro1,-733995904,1,fever
gastro1,-763460814,2,"[dissecting aortic aneurysm, acute coronary syndrome, pulmonary embolism, Takotsubo cardiomyopathy]"
gastro1,-777960901,0,myocarditis
gastro1,-831436092,1,empyema
gastro1,-853603256,0,aversion to food or drink
gastro1,-859477240,1,Reye syndrome
gastro1,-904922175,1,omeprazole
gastro1,-918074039,1,peptic ulcer disease
gastro1,-927058287,1,dysentery
gastro1,-951273271,1,heart failure
gastro1,-968220541,0,dasatinib
gastro1,-96890651,2,"[Takotsubo cardiomyopathy, acute coronary syndrome, dissecting aortic aneurysm, pulmonary embolism]"
gastro1,-976885592,1,paclitaxel
gastro1,1004418858,1,gastroesophageal reflux disease in adults
gastro1,1025061290,0,traveler's diarrhea
gastro1,106127366,0,intestinal helminthiasis
gastro1,1150579605,0,bacterial meningitis in adult
gastro1,1174123608,1,Hirschsprung disease
gastro1,1268595047,2,"[heart failure, adult asthma]"
gastro1,1269363559,1,West Nile virus disease
gastro1,1358937044,1,cervicofacial actinomycosis
gastro1,1373318532,1,carbon monoxide poisoning
gastro1,1396553893,0,mumps
gastro1,1444924091,1,Hashimoto disease
gastro1,1466679831,1,norepinephrine
gastro1,1479813209,2,"[tuberculosis, bronchiectasis]"
gastro1,1496943864,0,etoposide
gastro1,1508327947,1,dexchlorpheniramine/dextromethorphan/PE
gastro1,1512999299,0,esomeprazole
gastro1,1571361214,0,chronic pancreatitis
gastro1,1586343918,1,chronic pancreatitis
gastro1,1632388614,1,giardiasis
gastro1,1713191791,1,Barrett esophagus
gastro1,1718846532,0,ofloxacin
gastro1,1776074028,1,methylprednisolone
gastro1,1867720,1,"[pediatric gastroenteritis, organophosphate toxicity]"
gastro1,1872323125,1,altitude sickness
gastro1,1960397522,1,antibiotic
gastro1,1963399416,1,moxifloxacin
gastro1,198296330,1,West Nile virus disease
gastro1,2028175225,2,"[pulmonary embolism, Takotsubo cardiomyopathy, acute coronary syndrome]"
gastro1,2043881490,1,sepsis
gastro1,2073958295,1,hypertrophic pyloric stenosis
gastro1,2105381378,1,chronic pancreatitis
gastro1,212304074,1,"[hand foot and mouth disease, herpes simplex infection]"
gastro1,226178141,1,chronic pancreatitis
gastro1,246922162,1,West Nile virus disease
gastro1,285321069,1,Acute urticaria
gastro1,306104904,1,diaphragmatic hernia
gastro1,314669186,1,mumps
gastro1,343170511,1,diabetic neuropathy
gastro1,350141361,1,dyspnea
gastro1,360926891,0,intussusception
gastro1,361099648,1,choledochal cyst
gastro1,366614084,1,female breast cancer
gastro1,373635170,1,appendicitis
gastro1,373635213,0,vancomycin
gastro1,48693781,1,allergic rhinitis
gastro1,491054711,1,age-related macular degeneration
gastro1,533517250,1,bounding pulse
gastro1,550734214,1,intussusception
gastro1,55350942,0,ejection click
gastro1,596262383,1,West Nile virus disease
gastro1,638087159,2,"[tuberculosis, bronchitis, bronchiectasis]"
gastro1,694128712,0,hereditary nonhemolytic jaundice
gastro1,697513314,1,hypertrophic pyloric stenosis
gastro1,721983276,0,glyBURIDE
gastro1,798089099,0,pulmonary valve stenosis
gastro1,821586675,1,intussusception
gastro1,836886421,1,campylobacteriosis
gastro1,85598872,0,generalized anxiety disorder
gastro1,867755842,0,intussusception
gastro1,889402486,1,antibiotic
gastro1,958565519,0,giardiasis
gastro1,977858414,1,vitamin E
gastro1,980128140,1,fatigue
gastro2,-1121866138,0,tarry stool
gastro2,-1126145180,0,rimonabant
gastro2,-1154198561,1,[tuberculosis]
gastro2,-1165521301,1,Clostridium difficile diarrhea
gastro2,-1178650343,0,subacute spongiform encephalopathy
gastro2,-1200447708,0,giardiasis
gastro2,-1219435342,1,appendicitis
gastro2,-1226937926,1,"[Drug AND/OR toxin-induced diarrhea, pediatric gastroenteritis]"
gastro2,-1227921966,1,chronic pancreatitis
gastro2,-1245415419,1,Chronic suppurative otitis media
gastro2,-1296951291,1,[tuberculosis]
gastro2,-131664545,0,irritability
gastro2,-1332818599,0,pharyngitis
gastro2,-1352072290,1,[tuberculosis]
gastro2,-1360782023,1,toxic shock syndrome
gastro2,-1386524416,0,adult acute diarrhea
gastro2,-1398748014,0,Wegener granulomatosis
gastro2,-1413817732,0,adult acute diarrhea
gastro2,-1520310312,1,heart failure
gastro2,-1567020152,0,[herpes simplex infection]
gastro2,-1582475820,1,"[cystic fibrosis, pediatric gastroenteritis]"
gastro2,-1597385599,0,nosocomial pneumonia
gastro2,-1619489304,2,"[bronchiectasis, cystic fibrosis, chronic sinusitis, tuberculosis]"
gastro2,-1636317005,1,certolizumab
gastro2,-1648484617,0,bacterial meningitis in adult
gastro2,-1686307363,0,restlessness
gastro2,-1691481356,1,fatty liver
gastro2,-171924202,1,carbidopa
gastro2,-1726577036,0,botulism
gastro2,-1741358200,1,"[malignant lymphoma, extrapulmonary tuberculosis]"
gastro2,-1744722716,1,"[hand foot and mouth disease, herpes simplex infection]"
gastro2,-1772718435,0,mumps
gastro2,-179437985,0,Bartter syndrome
gastro2,-1844940382,1,[Behçet syndrome]
gastro2,-1849964201,1,Hirschsprung disease
gastro2,-1856866015,0,Cushing syndrome
gastro2,-187305279,0,[bronchitis]
gastro2,-1921063903,1,chronic pancreatitis
gastro2,-1961448270,1,immunosuppressive agent
gastro2,-2002273997,1,Middle East respiratory syndrome
gastro2,-2035787841,1,alpha 1-antitrypsin deficiency
gastro2,-2036982507,0,budesonide nasal
gastro2,-2095091475,0,adult acute diarrhea
gastro2,-2115138625,1,cortisone
gastro2,-2117299349,1,cryptosporidiosis
gastro2,-2130593645,1,intussusception
gastro2,-228503150,1,altitude sickness
gastro2,-282289371,1,adalimumab
gastro2,-297867117,1,sildenafil
gastro2,-37309510,1,appendicitis
gastro2,-406621636,1,mumps
gastro2,-425916557,1,dyspnea
gastro2,-432010160,1,cryptosporidiosis
gastro2,-489629583,1,medulloblastoma
gastro2,-49595919,1,Clostridium difficile infection
gastro2,-515543363,1,sepsis
gastro2,-570295292,1,[influenza]
gastro2,-614797382,1,fluoroquinolone
gastro2,-629580273,0,Taenia infection
gastro2,-655529301,1,toxic shock syndrome
gastro2,-664126766,0,pulmonary valve stenosis
gastro2,-688062151,1,pneumococcal meningitis
gastro2,-708064003,1,chest pain
gastro2,-733995904,1,fever
gastro2,-763460814,1,"[acute coronary syndrome, Takotsubo cardiomyopathy, dissecting aortic aneurysm]"
gastro2,-777960901,0,myocarditis
gastro2,-831436092,1,empyema
gastro2,-853603256,0,aversion to food or drink
gastro2,-859477240,1,Reye syndrome
gastro2,-904922175,1,omeprazole
gastro2,-918074039,1,peptic ulcer disease
gastro2,-927058287,0,adult acute diarrhea
gastro2,-951273271,1,heart failure
gastro2,-968220541,0,dasatinib
gastro2,-96890651,1,"[dissecting aortic aneurysm, acute coronary syndrome, Takotsubo cardiomyopathy]"
gastro2,-976885592,1,paclitaxel
gastro2,1004418858,1,gastroesophageal reflux disease in adults
gastro2,1025061290,0,traveler's diarrhea
gastro2,106127366,0,intestinal helminthiasis
gastro2,1150579605,0,bacterial meningitis in adult
gastro2,1174123608,1,Hirschsprung disease
gastro2,1268595047,2,"[adult asthma, heart failure, gastroesophageal reflux disease]"
gastro2,1269363559,0,bacterial meningitis in adult
gastro2,1358937044,1,cervicofacial actinomycosis
gastro2,1373318532,0,adult asthma
gastro2,1396553893,1,Chagas disease
gastro2,1444924091,1,Hashimoto disease
gastro2,1466679831,1,norepinephrine
gastro2,1479813209,1,[tuberculosis]
gastro2,1496943864,0,imatinib
gastro2,1508327947,0,acetaminophen/dextromethorphan
gastro2,1512999299,1,venlafaxine
gastro2,1571361214,0,acute mesenteric ischemia
gastro2,1586343918,1,chronic pancreatitis
gastro2,1632388614,1,giardiasis
gastro2,1713191791,1,Barrett esophagus
gastro2,1718846532,0,lomefloxacin
gastro2,1776074028,1,methylprednisolone
gastro2,1867720,1,[pediatric gastroenteritis]
gastro2,1872323125,1,altitude sickness
gastro2,1960397522,0,sodium tetradecyl sulfate
gastro2,1963399416,1,moxifloxacin
gastro2,198296330,1,West Nile virus disease
gastro2,2028175225,1,"[Takotsubo cardiomyopathy, acute coronary syndrome]"
gastro2,2043881490,1,sepsis
gastro2,2073958295,1,hypertrophic pyloric stenosis
gastro2,2105381378,1,chronic pancreatitis
gastro2,212304074,1,"[hand foot and mouth disease, herpes simplex infection]"
gastro2,226178141,1,chronic pancreatitis
gastro2,246922162,1,West Nile virus disease
gastro2,285321069,1,Acute urticaria
gastro2,306104904,0,Wegener granulomatosis
gastro2,314669186,1,mumps
gastro2,343170511,1,diabetic neuropathy
gastro2,350141361,1,dyspnea
gastro2,360926891,0,intussusception
gastro2,361099648,0,biliary atresia
gastro2,366614084,1,female breast cancer
gastro2,373635170,1,appendicitis
gastro2,373635213,0,vancomycin
gastro2,48693781,1,allergic rhinitis
gastro2,491054711,0,ischemic stroke
gastro2,533517250,0,syncope
gastro2,550734214,0,Clostridium difficile diarrhea
gastro2,55350942,0,ejection click
gastro2,596262383,0,hyperthyroidism
gastro2,638087159,1,[tuberculosis]
gastro2,694128712,1,biliary atresia
gastro2,697513314,1,hypertrophic pyloric stenosis
gastro2,721983276,0,glyBURIDE
gastro2,798089099,1,megaloblastic anemia due to folate deficiency
gastro2,821586675,1,intussusception
gastro2,836886421,1,campylobacteriosis
gastro2,85598872,1,toxic shock syndrome
gastro2,867755842,0,intussusception
gastro2,889402486,1,antibiotic
gastro2,958565519,1,acute mesenteric ischemia
gastro2,977858414,1,vitamin E
gastro2,980128140,0,abdominal tenderness
internal1,-1154198561,2,"[tuberculosis, bronchiectasis, bronchitis]"
internal1,-1178650343,0,subacute spongiform encephalopathy
internal1,-1227921966,1,chronic pancreatitis
internal1,-1245415419,1,Chronic suppurative otitis media
internal1,-1296951291,2,"[cystic fibrosis, bronchitis, lung carcinoma, bronchiectasis, tuberculosis]"
internal1,-131664545,0,irritability
internal1,-1332818599,1,avian influenza
internal1,-1352072290,2,"[lung carcinoma, bronchiectasis, tuberculosis]"
internal1,-1360782023,0,glaucoma
internal1,-1386524416,0,adult acute diarrhea
internal1,-1398748014,1,dermatomyositis
internal1,-1520310312,1,heart failure
internal1,-1567020152,2,"[Crohn disease, Behçet syndrome, herpes simplex infection, ulcerative colitis, acne vulgaris]"
internal1,-1597385599,1,malignant hyperthermia
internal1,-1619489304,2,"[tuberculosis, chronic sinusitis, bronchiectasis]"
internal1,-1636317005,1,certolizumab
internal1,-1648484617,0,pediatric meningitis
internal1,-171924202,0,selegiline
internal1,-1726577036,0,botulism
internal1,-1741358200,2,"[extrapulmonary tuberculosis, neoplasm metastasis, Crohn disease, malignant lymphoma]"
